grad_norm,loss,loss_q0,loss_q1,loss_q3,mse,mse_q0,mse_q1,mse_q3,param_norm,samples,step,loss_q2,mse_q2
0.031748559229882116,0.0016685182927176356,0.005315204616636038,0.0011451342143118382,0.00010686722453101538,0.0016685182927176356,0.005315204616636038,0.0011451342143118382,0.00010686722453101538,1225.0656708268136,480004,120000,,
0.02973375923078396,0.002223023872182237,0.006036049460477019,0.0020907360365135636,0.00016161765966714593,0.002223023872182237,0.006036049460477019,0.0020907360365135636,0.00016161765966714593,1225.0706144578942,481004,120250,0.0009881135032506377,0.0009881135032506377
0.04041474959773697,0.0025205084858462208,0.006595763918470985,0.0021032292997561334,0.0001745602036880526,0.0025205084858462208,0.006595763918470985,0.0021032292997561334,0.0001745602036880526,1225.0799724540598,482004,120500,0.0009954719210509202,0.0009954719210509202
0.03498248563559729,0.0023858784768963233,0.006435166631998708,0.0020775410817260157,0.0001910832971188939,0.0023858784768963233,0.006435166631998708,0.0020775410817260157,0.0001910832971188939,1225.087583501893,483004,120750,0.0009633242911956784,0.0009633242911956784
0.05656741181184876,0.003002982361242176,0.008387043875140648,0.0020877551005995436,0.00022375445268491955,0.003002982361242176,0.008387043875140648,0.0020877551005995436,0.00022375445268491955,1225.097797315077,484004,121000,0.0010179031206992487,0.0010179031206992487
0.03820313138443436,0.002394131225883027,0.006619932244421318,0.0021060700118277795,0.0001852985775864606,0.002394131225883027,0.006619932244421318,0.0021060700118277795,0.0001852985775864606,1225.1098426301498,485004,121250,0.0010090716905671502,0.0010090716905671502
0.04643504791041976,0.002452877278614321,0.007085578368666276,0.002000582072038303,0.0001940159583991431,0.002452877278614321,0.007085578368666276,0.002000582072038303,0.0001940159583991431,1225.1174416478698,486004,121500,0.0009168222025978598,0.0009168222025978598
0.034557021477889804,0.0023285073791630578,0.0062389984156708345,0.0020856014519187215,0.00018053261995125297,0.0023285073791630578,0.0062389984156708345,0.0020856014519187215,0.00018053261995125297,1225.1255117645294,487004,121750,0.000960493429802762,0.000960493429802762
0.04475594813555363,0.0027663725231541316,0.007745791515830432,0.002113480810658074,0.00018846081934584673,0.0027663725231541316,0.007745791515830432,0.002113480810658074,0.00018846081934584673,1225.1349241704936,488004,122000,0.0009964645692672376,0.0009964645692672376
0.030283589945407998,0.0024214774256688556,0.00601467599617943,0.0020556182144399818,0.00016868141669444192,0.0024214774256688556,0.00601467599617943,0.0020556182144399818,0.00016868141669444192,1225.1448569934284,489004,122250,0.0010857713932637125,0.0010857713932637125
0.02992827484503359,0.0022994349095388318,0.006241435147860072,0.001991964245427055,0.00016169232628556943,0.0022994349095388318,0.006241435147860072,0.001991964245427055,0.00016169232628556943,1225.151626466448,490004,122500,0.0009578198418263101,0.0009578198418263101
0.04792772786885556,0.0024967367678764263,0.006941593334523377,0.002093836922863228,0.00019250706848774216,0.0024967367678764263,0.006941593334523377,0.002093836922863228,0.00019250706848774216,1225.1603093729977,491004,122750,0.0009919756898947288,0.0009919756898947288
0.03664783055124725,0.002449592599296009,0.006502244750865631,0.002061189109121725,0.00018078904512379778,0.002449592599296009,0.006502244750865631,0.002061189109121725,0.00018078904512379778,1225.169203085953,492004,123000,0.0009904125454069347,0.0009904125454069347
0.03129920042968302,0.0023513514079386393,0.006166028209976967,0.001975478297743281,0.00017774452326799894,0.0023513514079386393,0.006166028209976967,0.001975478297743281,0.00017774452326799894,1225.177969508861,493004,123250,0.0009910936153957712,0.0009910936153957712
0.04466904006926744,0.0026643033917061985,0.007173612751863924,0.002052577291022167,0.0001686459509770391,0.0026643033917061985,0.007173612751863924,0.002052577291022167,0.0001686459509770391,1225.1860302880027,494004,123500,0.000984593027399626,0.000984593027399626
0.04059755343014433,0.0023734304067911578,0.006713002212978737,0.002092897440720364,0.00018570540906291864,0.0023734304067911578,0.006713002212978737,0.002092897440720364,0.00018570540906291864,1225.1943453091744,495004,123750,0.0009702038630187326,0.0009702038630187326
0.043457437892410584,0.0024627130373264658,0.0070065125822026,0.0021157220393883025,0.0001848010106325175,0.0024627130373264658,0.0070065125822026,0.0021157220393883025,0.0001848010106325175,1225.2044697551437,496004,124000,0.000984387013318155,0.000984387013318155
0.03897202740609781,0.002476117891492322,0.006843032186128651,0.002068371814811523,0.0001833622463405525,0.002476117891492322,0.006843032186128651,0.002068371814811523,0.0001833622463405525,1225.2127698491138,497004,124250,0.0009320446481717102,0.0009320446481717102
0.03829406057797199,0.002297990064544137,0.00617086816434318,0.0021357961355738496,0.00018067171851711286,0.002297990064544137,0.00617086816434318,0.0021357961355738496,0.00018067171851711286,1225.220770331932,498004,124500,0.000950692773510394,0.000950692773510394
0.035241101488803994,0.0021142437077360256,0.006113810025610377,0.002009042331689757,0.00016311562211555596,0.0021142437077360256,0.006113810025610377,0.002009042331689757,0.00016311562211555596,1225.2282009999278,499004,124750,0.0009525583037158055,0.0009525583037158055
0.03442309296021657,0.0021874311682768184,0.006076144248557586,0.002023032134510923,0.0001779420340240485,0.0021874311682768184,0.006076144248557586,0.002023032134510923,0.0001779420340240485,1225.2366477661888,500004,125000,0.0010227701770654123,0.0010227701770654123
0.03164214973451523,0.002283441078267059,0.005883004980123777,0.0020963662768347154,0.00018063465050094415,0.002283441078267059,0.005883004980123777,0.0020963662768347154,0.00018063465050094415,1225.2453996252575,501004,125250,0.0009483519193787697,0.0009483519193787697
0.04115293234523537,0.00265594790421892,0.006678877216629799,0.002035105837467776,0.00018219192622065367,0.00265594790421892,0.006678877216629799,0.002035105837467776,0.00018219192622065367,1225.255118783452,502004,125500,0.001047861903454318,0.001047861903454318
0.03575511561424133,0.00246110224851873,0.006271443464595495,0.0020282423280624947,0.00017040879586956907,0.00246110224851873,0.006271443464595495,0.0020282423280624947,0.00017040879586956907,1225.2638810665362,503004,125750,0.0010340045128469093,0.0010340045128469093
0.03732485946530739,0.0023213836626091522,0.006139873167244244,0.002005688369237879,0.00018050946281324745,0.0023213836626091522,0.006139873167244244,0.002005688369237879,0.00018050946281324745,1225.2733324606338,504004,126000,0.0009486003060556748,0.0009486003060556748
0.039726137819660265,0.002405878954741639,0.0070883655563686145,0.00202607623583897,0.0001686782187024476,0.002405878954741639,0.0070883655563686145,0.00202607623583897,0.0001686782187024476,1225.2825695230188,505004,126250,0.001014815499873957,0.001014815499873957
0.03741871109992349,0.0023562534434604446,0.00646491942218033,0.002010902259984271,0.00018201045741893094,0.0023562534434604446,0.00646491942218033,0.002010902259984271,0.00018201045741893094,1225.290029728737,506004,126500,0.0009591384113036841,0.0009591384113036841
0.03430004343147441,0.002239981196238657,0.0061784296201288,0.001946293773081769,0.00017944935457139585,0.002239981196238657,0.0061784296201288,0.001946293773081769,0.00017944935457139585,1225.2996101806712,507004,126750,0.0009862882278949573,0.0009862882278949573
0.038071178600511936,0.0025771852385951173,0.006509803871879381,0.0020192015009555717,0.00017297364805792437,0.0025771852385951173,0.006509803871879381,0.0020192015009555717,0.00017297364805792437,1225.307509078243,508004,127000,0.001008650944681042,0.001008650944681042
0.04758478639099232,0.0027155066834529903,0.00777288442897442,0.0020505500256149415,0.0001957186045898852,0.0027155066834529903,0.00777288442897442,0.0020505500256149415,0.0001957186045898852,1225.3178236631918,509004,127250,0.0009529494328071935,0.0009529494328071935
0.04129111978923766,0.0025062261483399205,0.0065662459651712815,0.0020161747161484486,0.00016550696272321478,0.0025062261483399205,0.0065662459651712815,0.0020161747161484486,0.00016550696272321478,1225.326547332526,510004,127500,0.0009393025542522071,0.0009393025542522071
0.0372309867555533,0.0023607533756876365,0.006420938374008991,0.002041806239496045,0.000169228612233369,0.0023607533756876365,0.006420938374008991,0.002041806239496045,0.000169228612233369,1225.3334584921693,511004,127750,0.0009325548385737482,0.0009325548385737482
0.03869746175375808,0.00250573669938603,0.006700321554396972,0.0020244230737532913,0.00016237026243793958,0.00250573669938603,0.006700321554396972,0.0020244230737532913,0.00016237026243793958,1225.3419958080192,512004,128000,0.0009709551909414825,0.0009709551909414825
0.037011640262616885,0.002450604381680022,0.006226683131623738,0.0020570288463439344,0.0001954381144496599,0.002450604381680022,0.006226683131623738,0.0020570288463439344,0.0001954381144496599,1225.3510798547748,513004,128250,0.0009664843471986656,0.0009664843471986656
0.03110621452872574,0.0021938261361792682,0.005796396272613645,0.0020293899924782974,0.00017794933280471974,0.0021938261361792682,0.005796396272613645,0.0020293899924782974,0.00017794933280471974,1225.3600468176076,514004,128500,0.0009531547410879287,0.0009531547410879287
0.030374444035197682,0.00223495052574435,0.0060543539049103855,0.0019100010443964064,0.0001756024153600782,0.00223495052574435,0.0060543539049103855,0.0019100010443964064,0.0001756024153600782,1225.367995970536,515004,128750,0.0009314714866027666,0.0009314714866027666
0.04486717659255014,0.0026381735114846395,0.007353006178394902,0.001954626671375391,0.00017722507027053116,0.0026381735114846395,0.007353006178394902,0.001954626671375391,0.00017722507027053116,1225.3784615109284,516004,129000,0.0009794740619233605,0.0009794740619233605
0.040068011257382005,0.0023032452475163128,0.006510454635715408,0.002105641654318036,0.00017380950685303066,0.0023032452475163128,0.006510454635715408,0.002105641654318036,0.00017380950685303066,1225.3883925690438,517004,129250,0.0009672545122793623,0.0009672545122793623
